price,mileage,tax,mpg,engineSize,car_age,model_freq,brand_BMW,brand_Mercedes,brand_VW,transmission_Manual,transmission_Semi-Auto,fuelType_Hybrid,fuelType_Other,fuelType_Petrol,log_price
19000.0,4000,150,39.8,2.0,6,1701,False,False,True,False,True,False,False,True,9.852246888342531
16442.0,58687,145,64.2,2.1,8,1966,False,True,False,False,False,False,False,False,9.707655133714226
16499.0,24230,30,64.2,1.6,9,196,False,False,True,False,True,False,False,False,9.711115659888671
17295.0,21068,20,74.3,1.5,9,1372,False,True,False,False,False,False,False,False,9.758230539878989
12440.0,18000,150,61.4,1.6,7,2532,False,False,True,True,False,False,False,False,9.42875274891449
20495.0,1500,145,44.8,1.5,5,709,False,False,False,False,True,False,False,True,9.927985024136515
27495.0,24525,145,42.8,3.0,7,182,False,False,True,False,True,False,False,False,10.22179581852967
53905.85000000006,958,145,30.1,4.0,6,1045,False,True,False,False,True,False,False,True,10.895012836020712
26500.0,3000,145,60.1,1.6,6,1966,False,True,False,False,True,False,False,False,10.184937747111391
23199.0,8942,145,46.3,1.5,7,1966,False,True,False,False,True,False,False,True,10.0519075576544
38103.0,8500,145,34.0,3.0,7,182,False,False,True,False,False,False,False,False,10.548074542480697
19832.0,15242,145,57.6,2.0,8,420,True,False,False,False,True,False,False,False,9.895102496001687
23849.0,5036,145,53.3,1.3,6,1372,False,True,False,False,True,False,False,True,10.079539496316487
32670.0,5820,145,70.6,2.0,6,1045,False,True,False,False,True,False,False,False,10.394243113248184
16000.0,23541,145,51.4,1.4,7,734,False,False,False,True,False,False,False,True,9.680406499268875
14250.0,29360,145,70.6,2.1,8,1372,False,True,False,False,True,False,False,False,9.564582358673212
23950.0,11942,150,42.2,1.5,6,1009,False,False,False,False,False,False,False,True,10.083765355620846
14500.0,23966,145,68.9,1.5,8,1372,False,True,False,True,False,False,False,False,9.581972891547895
29980.0,1998,145,47.1,1.5,6,1966,False,True,False,False,True,False,False,True,10.308319126670684
25332.0,6601,145,37.7,2.0,6,2532,False,False,True,True,False,False,False,True,10.139863172619055
53905.85000000006,2242,145,32.8,2.9,5,248,False,True,False,False,False,False,False,False,10.895012836020712
31690.0,25,145,32.8,2.0,6,2532,False,False,True,False,False,False,False,True,10.3637880078829
13553.0,17787,125,52.3,1.5,9,1028,True,False,False,True,False,False,False,True,9.514436985696058
27995.0,1000,145,54.3,2.0,5,1323,True,False,False,True,False,False,False,False,10.23981692180943
19152.0,21235,30,62.8,2.0,8,2532,False,False,True,False,True,False,False,False,9.860214640302662
20157.0,13848,145,57.7,2.0,8,2532,False,False,True,False,False,False,False,False,9.911356510914823
20200.0,25449,145,67.3,2.1,8,1966,False,True,False,False,False,False,False,False,9.913487387114461
31888.0,4000,145,47.1,2.0,6,750,False,False,False,False,False,False,False,False,10.370016401720026
15998.0,39549,30,64.2,2.0,10,382,False,False,False,False,True,False,False,False,9.680281499268713
14728.0,34217,145,53.3,2.0,8,133,False,False,True,True,False,False,False,False,9.597573618489543
25879.0,1000,145,53.3,1.3,5,1372,False,True,False,False,True,False,False,True,10.161225748614838
18795.0,46294,20,67.3,2.1,8,1966,False,True,False,False,False,False,False,False,9.841399360222706
34640.0,2824,150,42.8,3.0,6,1045,False,True,False,False,True,False,False,False,10.452793230619966
25990.0,6000,145,42.2,1.5,6,750,False,False,False,True,False,False,False,True,10.165505603232393
15995.0,59069,30,68.9,2.0,8,569,True,False,False,False,False,False,False,False,9.680093969966709
11463.0,74572,20,68.9,2.0,9,486,False,False,True,True,False,False,False,False,9.346966969508008
8110.0,27155,20,60.1,1.0,9,1701,False,False,True,True,False,False,False,True,9.000976444070345
19790.0,100,145,50.4,1.5,6,2532,False,False,True,True,False,False,False,True,9.89298256789098
12995.0,23200,20,68.9,2.1,10,313,False,True,False,False,False,False,False,False,9.472396896788991
16872.0,23435,160,47.9,3.0,11,1045,False,True,False,False,True,False,False,False,9.733469990198337
17490.0,36969,145,48.7,1.4,8,917,False,False,True,True,False,False,False,True,9.769441741907062
13490.0,48000,200,47.9,2.0,11,750,False,False,False,False,False,False,False,False,9.509778075438817
30000.0,1500,145,40.9,0.0,5,750,False,False,False,False,False,False,False,True,10.308985993422082
17130.0,27556,160,49.6,2.0,10,750,False,False,False,True,False,False,False,False,9.748644966730458
15985.0,2057,145,52.3,1.0,6,1701,False,False,True,True,False,False,False,True,9.679468618185965
13391.0,38172,145,72.4,1.5,8,1372,False,True,False,True,False,False,False,False,9.502412792729256
24000.0,4500,145,50.4,2.0,6,1009,False,False,False,False,True,False,False,False,10.085850775128717
35980.0,8088,145,54.3,2.0,6,289,True,False,False,False,True,False,False,False,10.490746300336754
25450.0,11208,145,52.3,2.0,6,1323,True,False,False,False,True,False,False,False,10.144510313937575
17336.0,62118,145,56.5,2.0,9,382,False,False,False,False,False,False,False,False,9.760598224985888
28850.0,11354,145,58.9,2.0,6,1045,False,True,False,False,True,False,False,False,10.269899933380591
20999.0,4923,145,47.9,2.0,6,668,True,False,False,False,True,False,False,True,9.95227771670556
24998.0,44847,125,56.5,2.1,8,497,False,True,False,False,True,False,False,False,10.126591103050316
10199.0,58654,160,52.3,2.1,12,1966,False,True,False,True,False,False,False,False,9.230142999272362
12000.0,25679,30,55.4,1.4,8,709,False,False,False,True,False,False,False,True,9.392745258631441
18700.0,30874,145,47.1,2.0,8,123,False,False,True,False,True,False,False,True,9.83633227734872
9600.0,29553,145,58.9,1.0,8,1701,False,False,True,True,False,False,False,True,9.169622538697624
16500.0,17290,145,45.6,1.0,6,2532,False,False,True,False,True,False,False,True,9.711176264112805
32950.0,2000,145,45.6,2.0,6,457,False,False,False,False,False,False,False,False,10.402776888483789
30777.0,3925,145,44.1,1.5,5,1009,False,False,False,False,True,False,False,True,10.334555428023798
25790.0,2500,145,38.7,1.5,6,196,False,False,True,False,True,False,False,True,10.157780872842554
5830.0,43258,20,60.1,1.0,11,447,False,False,True,True,False,False,False,True,8.670943791222156
16999.0,2718,150,49.6,1.0,5,1009,False,False,False,True,False,False,False,True,9.740968623038354
33889.0,25,145,33.2,2.0,5,486,False,False,True,False,False,False,False,True,10.430875264601097
16490.0,32868,30,67.3,2.0,9,734,False,False,False,True,False,False,False,False,9.71057005652877
31450.0,10,145,60.1,2.0,5,534,True,False,False,False,True,False,False,False,10.356186058125473
29480.0,3999,145,54.3,1.6,6,1966,False,True,False,False,True,False,False,False,10.291501267030537
13995.0,34328,125,61.4,2.0,9,1323,True,False,False,True,False,False,False,False,9.54652685348758
19501.0,47046,145,49.6,2.0,8,917,False,False,True,False,True,False,False,False,9.878272303395065
16290.0,18984,160,49.6,2.0,10,917,False,False,True,False,True,False,False,False,9.69836808706617
13995.0,12148,145,67.3,1.0,8,709,False,False,False,True,False,False,False,True,9.54652685348758
20990.0,2139,145,53.3,1.5,6,668,True,False,False,False,True,False,False,True,9.951849053414007
22990.0,2766,145,50.4,2.0,6,668,True,False,False,False,False,False,False,True,10.042858113983936
53905.85000000006,3392,150,32.5,2.9,5,248,False,True,False,False,True,False,False,False,10.895012836020712
14999.0,46107,200,40.9,2.0,9,457,False,False,False,True,False,False,False,True,9.615805480084347
11976.0,26089,30,55.4,1.5,9,668,True,False,False,True,False,False,False,True,9.390743422947507
27490.0,3001,145,42.2,1.5,5,384,False,False,True,True,False,False,False,True,10.221613957361983
22995.0,5674,145,52.3,1.4,8,442,False,False,False,False,True,False,False,True,10.043075566743182
17500.0,9020,150,65.7,2.0,8,1028,True,False,False,False,False,False,False,False,9.770013301136158
24995.0,26668,235,42.8,3.0,9,182,False,False,True,False,False,False,False,False,10.126471091048971
21995.0,16998,145,43.5,1.5,6,2532,False,False,True,False,True,False,False,True,9.998615897627705
15995.0,49487,125,57.6,2.0,10,1009,False,False,False,False,True,False,False,False,9.680093969966709
19000.0,19821,165,49.6,2.0,9,750,False,False,False,True,False,False,False,False,9.852246888342531
21999.0,36926,145,61.4,2.0,7,1966,False,True,False,False,False,False,False,False,9.998797732340453
38990.0,5476,145,31.0,2.0,6,750,False,False,False,False,True,False,False,True,10.571086129249698
20990.0,18707,145,57.6,2.0,8,486,False,False,True,False,True,False,False,False,9.951849053414007
12300.0,73370,20,67.3,2.0,9,2532,False,False,True,True,False,False,False,False,9.417435838868785
25280.0,4944,145,58.9,2.1,7,1966,False,True,False,False,False,False,False,False,10.137808404440463
19495.0,23397,125,57.6,2.0,8,420,True,False,False,False,True,False,False,False,9.877964595305043
12998.0,59811,150,56.5,2.0,12,382,False,False,False,False,True,False,False,False,9.47262771040802
14995.0,48641,125,61.4,2.1,10,1045,False,True,False,False,False,False,False,False,9.615538777855802
31990.0,5000,145,51.4,2.0,6,457,False,False,False,False,False,False,False,False,10.373209892223665
18698.0,12303,145,41.5,1.5,6,486,False,False,True,False,True,False,False,True,9.83622532547696
13300.0,34176,30,56.5,1.4,10,709,False,False,False,True,False,False,False,True,9.495594499353297
17490.0,25000,20,64.2,2.1,9,461,False,True,False,False,False,False,False,False,9.769441741907062
17564.0,8684,145,45.6,1.0,6,2532,False,False,True,False,True,False,False,True,9.773663564699927
21810.0,1550,145,44.8,1.6,6,461,False,True,False,False,True,False,False,True,9.990169708671852
22199.0,12980,145,45.6,1.3,6,313,False,True,False,False,True,False,False,True,10.00784756786037
25000.0,100,145,53.3,1.4,6,457,False,False,False,False,False,False,False,True,10.12667110305036
29990.0,10013,145,49.6,3.0,6,534,True,False,False,False,True,False,False,False,10.30865261563529
21195.0,32000,145,61.4,2.0,8,382,False,False,False,False,True,False,False,False,9.961567763612653
24495.0,100,145,55.4,2.0,5,313,False,True,False,False,True,False,False,False,10.106265117897465
12599.0,33622,20,60.1,1.4,9,1009,False,False,False,True,False,False,False,True,9.441452092939569
15950.0,5000,145,52.3,1.0,6,1701,False,False,True,True,False,False,False,True,9.677276802172448
31995.0,9500,145,52.3,2.0,6,420,True,False,False,False,False,False,False,False,10.373366173968712
9712.0,60901,20,68.9,2.0,9,1009,False,False,False,True,False,False,False,False,9.18122047340233
28342.0,10025,145,44.1,2.0,7,1966,False,True,False,False,True,False,False,True,10.252135365087474
43990.0,6500,145,39.2,3.0,6,734,False,False,False,False,False,False,False,False,10.691740346523579
29499.0,43380,200,47.9,3.0,9,217,False,False,False,False,False,False,False,False,10.292145542327912
19999.0,4187,145,65.7,1.5,7,1372,False,True,False,False,True,False,False,False,9.903487552536127
9000.0,37338,150,60.1,1.2,8,1701,False,False,True,True,False,False,False,True,9.105090961257085
25900.0,11001,145,47.9,2.0,6,734,False,False,False,False,False,False,False,False,10.16203685698089
9700.0,38044,20,60.1,1.2,9,1701,False,False,True,True,False,False,False,True,9.179984251961283
11000.0,38689,20,72.4,1.6,10,1009,False,False,False,False,False,False,False,False,9.305741456739435
8990.0,75142,30,57.6,1.4,12,1009,False,False,False,False,True,False,False,True,9.103979355984773
11999.0,35153,20,70.6,1.5,10,1372,False,True,False,False,True,False,False,False,9.392661928770137
20899.0,10750,30,64.2,2.0,9,1009,False,False,False,True,False,False,False,False,9.947504437952903
24500.0,2246,145,43.5,1.5,6,1009,False,False,False,False,True,False,False,True,10.106469212026385
9020.0,56767,125,53.3,1.4,13,709,False,False,False,False,False,False,False,True,9.107310471656639
23990.0,20500,145,50.4,2.0,7,457,False,False,False,False,False,False,False,True,10.085434038999999
24591.0,9153,145,60.1,2.0,6,1323,True,False,False,False,True,False,False,False,10.110176465778377
12700.0,24592,20,68.9,2.0,9,1028,True,False,False,False,False,False,False,False,9.44943600950432
19499.0,12389,125,57.6,2.0,9,420,True,False,False,False,False,False,False,False,9.878169744551839
11300.0,20567,30,57.6,1.4,10,709,False,False,False,True,False,False,False,True,9.332646496360152
16498.0,19394,20,67.3,2.0,9,2532,False,False,True,True,False,False,False,False,9.711055051991444
30799.0,7031,145,61.4,2.0,6,1966,False,True,False,False,True,False,False,False,10.335269968961667
7841.0,48570,20,60.1,1.2,9,1701,False,False,True,True,False,False,False,True,8.967249182852276
13998.0,39857,30,65.7,1.6,8,196,False,False,True,False,True,False,False,False,9.546741177474825
16671.0,20482,30,62.8,2.0,8,750,False,False,False,True,False,False,False,False,9.721485944553093
8499.0,70000,125,58.9,2.0,13,457,False,False,False,False,False,False,False,False,9.047821442478408
22800.0,7899,150,52.3,1.4,7,442,False,False,False,False,True,False,False,True,10.034559673629849
14490.0,12146,145,45.6,1.0,7,1701,False,False,True,False,True,False,False,True,9.581283046045924
15995.0,38000,125,60.1,2.1,10,1045,False,True,False,False,True,False,False,False,9.680093969966709
10995.0,94806,30,65.7,2.0,10,1009,False,False,False,True,False,False,False,False,9.305286849285137
10490.0,4117,150,52.3,1.0,6,447,False,False,True,True,False,False,False,True,9.258273025731485
17500.0,14037,145,54.3,1.5,7,1028,True,False,False,False,False,False,False,True,9.770013301136158
22490.0,15985,145,39.8,3.0,8,1028,True,False,False,False,True,False,False,True,10.020870508171171
20766.0,2633,145,43.5,1.5,6,2532,False,False,True,False,True,False,False,True,9.941120467342978
22750.0,5433,145,47.9,1.6,6,442,False,False,False,True,False,False,False,False,10.032364379457015
21890.0,11,145,50.4,1.5,5,668,True,False,False,False,True,False,False,True,9.99383087243373
9720.0,65723,20,68.9,2.0,9,2532,False,False,True,True,False,False,False,False,9.18204377282107
44736.0,6056,145,37.7,3.0,6,260,True,False,False,False,True,False,False,False,10.708556178705596
33750.0,2877,145,45.6,2.0,6,1045,False,True,False,False,False,False,False,False,10.426765325491356
19812.0,21455,145,47.9,2.0,9,140,False,True,False,False,True,False,False,True,9.89409356689426
19500.0,37000,300,37.7,3.0,13,260,True,False,False,False,False,False,False,False,9.87822102528824
22485.0,38421,205,47.1,2.0,10,478,False,False,False,False,True,False,False,False,10.020648172309706
9790.0,37000,20,60.1,1.2,8,1701,False,False,True,True,False,False,False,True,9.189218875354072
18500.0,17418,145,62.8,2.0,8,734,False,False,False,False,False,False,False,False,9.825580063659602
24990.0,6668,145,58.9,2.1,8,1966,False,True,False,False,False,False,False,False,10.126271039034782
18450.0,23075,145,46.3,2.1,7,101,False,True,False,True,False,False,False,False,9.822873848541882
16991.0,32857,30,64.2,2.0,9,1323,True,False,False,False,True,False,False,False,9.740497924041666
25989.0,2997,145,44.1,1.5,6,1966,False,True,False,False,False,False,False,True,10.165467127635536
26972.0,123,145,38.7,2.0,6,143,True,False,False,False,False,False,False,True,10.202591644652882
20950.0,6418,145,47.9,2.0,6,668,True,False,False,False,True,False,False,True,9.949941656908011
15275.0,67889,0,76.4,2.1,10,1966,False,True,False,False,False,True,False,False,9.634038248345407
9998.0,34837,30,64.2,1.8,12,313,False,True,False,False,True,False,False,False,9.21024036697585
32199.0,9351,145,42.2,2.1,6,497,False,True,False,False,True,False,False,False,10.3797217315325
14022.0,72820,0,134.5,2.0,9,1323,True,False,False,False,False,True,False,False,9.548454117726651
20799.0,13356,145,61.4,2.0,6,1966,False,True,False,False,True,False,False,False,9.94270826568941
31000.0,3119,145,38.2,2.0,6,478,False,False,False,False,True,False,False,False,10.34177474101152
42781.0,4123,145,40.9,2.0,5,497,False,True,False,False,True,False,False,False,10.663872732361751
30790.0,14727,160,48.7,3.0,9,217,False,False,False,False,True,False,False,False,10.334977718468442
25999.0,4575,145,60.1,2.0,6,420,True,False,False,False,True,False,False,False,10.165851817003619
11999.0,81459,145,55.4,2.0,12,382,False,False,False,False,False,False,False,False,9.392661928770137
9740.0,34070,150,74.3,1.4,8,1701,False,False,True,True,False,False,False,False,9.184099060770956
19995.0,13299,145,44.1,1.5,6,486,False,False,True,True,False,False,False,True,9.903287532533462
16990.0,43395,160,50.4,2.0,10,750,False,False,False,False,True,False,False,False,9.740439071085758
15990.0,43000,200,39.8,2.0,10,2532,False,False,True,True,False,False,False,True,9.679781342959442
11691.0,77445,145,70.6,1.6,8,486,False,False,True,False,True,False,False,False,9.366660126231137
23990.0,3000,145,49.6,1.6,6,442,False,False,False,True,False,False,False,False,10.085434038999999
13650.0,37314,145,55.4,2.0,10,457,False,False,False,True,False,False,False,False,9.521568058002977
33699.0,1000,145,44.1,2.0,6,1966,False,True,False,False,False,False,False,True,10.425253116340453
26000.0,4396,150,44.8,2.0,6,734,False,False,False,False,False,False,False,False,10.165890277802454
11450.0,16500,20,60.1,1.2,8,1701,False,False,True,True,False,False,False,True,9.34583234141334
23950.0,9301,145,50.4,2.0,6,123,False,False,True,False,True,False,False,False,10.083765355620846
15050.0,26973,125,60.1,2.0,11,534,True,False,False,False,True,False,False,False,9.619199713152362
16505.0,32895,125,51.4,1.4,8,750,False,False,False,True,False,False,False,True,9.71147923015263
25750.0,6983,145,60.1,2.1,7,1966,False,True,False,False,True,False,False,False,10.156228740289281
14998.0,32125,125,57.6,2.0,10,457,False,False,False,True,False,False,False,False,9.61573881119536
30670.0,3000,145,47.1,2.0,6,140,False,True,False,False,False,False,False,True,10.331072861728375
13690.0,9850,0,65.7,1.0,8,2532,False,False,True,False,True,False,False,True,9.524493961633755
19800.0,44132,145,54.3,2.0,8,289,True,False,False,False,False,False,False,False,9.893487720457795
31600.0,7214,150,34.5,2.0,6,1009,False,False,False,False,True,False,False,True,10.360944044643913
20990.0,25013,145,57.6,2.0,8,420,True,False,False,False,True,False,False,False,9.951849053414007
24950.0,5800,145,47.9,2.0,6,917,False,False,True,True,False,False,False,False,10.124669180536797
20995.0,50,145,47.1,1.5,6,2532,False,False,True,True,False,False,False,True,9.95208722237219
53905.85000000006,152,145,27.2,4.0,6,1966,False,True,False,False,False,False,False,True,10.895012836020712
48890.0,650,145,36.7,2.0,6,101,False,True,False,False,True,False,False,False,10.797348609444098
16302.0,33686,125,58.9,2.0,8,917,False,False,True,True,False,False,False,False,9.699104418939655
19395.0,22767,145,72.4,2.0,8,1045,False,True,False,False,True,False,False,False,9.872822138225242
10199.0,18640,150,60.1,1.0,8,1701,False,False,True,True,False,False,False,True,9.230142999272362
23500.0,1155,145,45.6,1.0,5,157,False,False,True,False,False,False,False,True,10.064798252418377
22000.0,1728,145,45.6,1.0,5,157,False,False,True,False,False,False,False,True,9.99884318585288
22480.0,2576,145,45.6,1.5,5,486,False,False,True,True,False,False,False,True,10.02042578700401
14495.0,15417,150,52.3,1.0,6,1701,False,False,True,True,False,False,False,True,9.581628028282761
25780.0,15107,145,72.4,2.0,6,1045,False,True,False,False,True,False,False,False,10.15739306550038
44082.0,6580,145,34.0,3.0,6,182,False,False,True,False,True,False,False,False,10.693829499587176
19985.0,1659,145,55.4,1.6,6,135,False,False,True,True,False,False,False,False,9.902787307421734
21790.0,20837,150,61.4,2.0,7,1045,False,True,False,False,True,False,False,False,9.989252319496922
25290.0,4987,145,37.7,2.0,6,2532,False,False,True,False,False,False,False,True,10.138203880202953
15840.0,33700,125,60.1,2.0,9,569,True,False,False,True,False,False,False,False,9.670356794688852
25890.0,2981,145,56.5,2.0,6,1372,False,True,False,False,False,False,False,False,10.161650696951378
13005.0,48782,20,68.9,1.6,9,1009,False,False,False,False,True,False,False,False,9.473166068429098
17000.0,29947,30,61.4,2.1,9,1966,False,True,False,False,False,False,False,False,9.741027444837728
13799.0,21813,145,54.3,1.4,8,2532,False,False,True,True,False,False,False,True,9.532423871145296
21495.0,12989,150,57.7,2.0,7,2532,False,False,True,False,False,False,False,False,9.975622150295328
38990.0,10638,145,34.0,3.0,7,497,False,True,False,False,True,False,False,True,10.571086129249698
23990.0,40010,150,49.6,3.0,8,1323,True,False,False,False,True,False,False,False,10.085434038999999
21940.0,53519,135,156.9,2.0,7,569,True,False,False,False,False,False,True,False,9.99611231164195
14992.0,40251,20,62.8,2.1,10,461,False,True,False,False,True,False,False,False,9.615338704494903
28874.0,5000,145,58.9,2.0,6,143,True,False,False,False,True,False,False,False,10.270731447824094
51495.0,5000,145,34.5,3.0,5,478,False,False,False,False,True,False,False,False,10.849259413732451
20398.0,8901,145,56.5,2.0,6,1372,False,True,False,False,False,False,False,False,9.923241159022965
26995.0,4914,150,44.8,2.0,6,734,False,False,False,False,True,False,False,False,10.203443985863297
